Zip,State,City,County,TypeCode,RuralCode
65541,MO,Lenox,Dent,,R
65542,MO,Licking,Texas,,R
65543,MO,Lynchburg,Laclede,,R
65546,MO,Montier,Shannon,e,R
65548,MO,Mountain View,Howell,,R
65550,MO,Newburg,Phelps,,R
65552,MO,Plato,Texas,,R
65555,MO,Raymondville,Texas,,R
65556,MO,Richland,Pulaski,,R
65557,MO,Roby,Texas,,R
65559,MO,Saint James,Phelps,,R
65560,MO,Salem,Dent,,R
65564,MO,Solo,Texas,,R
65565,MO,Steelville,Crawford,,R
65566,MO,Viburnum,Iron,,R
65567,MO,Stoutland,Camden,,R
65570,MO,Success,Texas,,R
65571,MO,Summersville,Texas,,R
65580,MO,Vichy,Maries,,R
65582,MO,Vienna,Maries,,R
65583,MO,Waynesville,Pulaski,,S
65584,MO,Saint Robert,Pulaski,,R
65586,MO,Wesco,Crawford,e,R
65588,MO,Winona,Shannon,,R
65589,MO,Yukon,Texas,,R
65590,MO,Long Lane,Dallas,,R
65591,MO,Montreal,Camden,,R
65601,MO,Aldrich,Polk,,R
65603,MO,Arcola,Dade,,R
65604,MO,Ash Grove,Greene,,R
65605,MO,Aurora,Lawrence,,R
65606,MO,Alton,Oregon,,R
65607,MO,Caplinger Mills,Cedar,e,R
65608,MO,Ava,Douglas,,R
65609,MO,Bakersfield,Ozark,,R
65610,MO,Billings,Christian,,R
65611,MO,Blue Eye,Stone,,R
65612,MO,Bois D'Arc,Greene,,S
65613,MO,Bolivar,Polk,,R
65614,MO,Bradleyville,Taney,,R
65615,MO,Branson,Taney,e,R
65616,MO,Branson,Taney,,R
65617,MO,Brighton,Polk,,R
65618,MO,Brixey,Ozark,,R
65619,MO,Brookline,Greene,,S
65620,MO,Bruner,Christian,,R
65622,MO,Buffalo,Dallas,,R
65623,MO,Butterfield,Barry,e,R
65624,MO,Cape Fair,Stone,,R
65625,MO,Cassville,Barry,,R
65626,MO,Caulfield,Ozark,,R
65627,MO,Cedarcreek,Taney,,R
65629,MO,Chadwick,Christian,,R
65630,MO,Chestnutridge,Christian,,R
65631,MO,Clever,Christian,,R
65632,MO,Conway,Laclede,,R
65633,MO,Crane,Stone,,R
65634,MO,Cross Timbers,Hickory,,R
65635,MO,Dadeville,Dade,,R
65636,MO,Diggins,Webster,e,R
65637,MO,Dora,Ozark,,R
65638,MO,Drury,Douglas,,R
65640,MO,Dunnegan,Polk,,R
65641,MO,Eagle Rock,Barry,,R
65644,MO,Elkland,Dallas,,R
65645,MO,Morrisville,Polk,e,R
65646,MO,Everton,Dade,,R
65647,MO,Exeter,Barry,,R
65648,MO,Fair Grove,Greene,,R
65649,MO,Fair Play,Polk,,R
65650,MO,Flemington,Hickory,,R
65652,MO,Fordland,Webster,,R
65653,MO,Forsyth,Taney,,R
65654,MO,Freistatt,Lawrence,e,R
65655,MO,Gainesville,Ozark,,R
65656,MO,Galena,Stone,,R
65657,MO,Garrison,Christian,,R
65658,MO,Golden,Barry,,R
65660,MO,Graff,Wright,,R
65661,MO,Greenfield,Dade,,R
65662,MO,Grovespring,Wright,,R
65663,MO,Half Way,Polk,,R
65664,MO,Halltown,Lawrence,e,R
65666,MO,Hardenville,Ozark,,R
65667,MO,Hartville,Wright,,R
65668,MO,Hermitage,Hickory,,R
65669,MO,Highlandville,Christian,,R
65672,MO,Hollister,Taney,,R
65673,MO,Hollister,Taney,e,R
65674,MO,Humansville,Polk,,R
65675,MO,Hurley,Stone,e,R
65676,MO,Isabella,Ozark,,R
65679,MO,Kirbyville,Taney,,R
65680,MO,Kissee Mills,Taney,,R
65681,MO,Lampe,Stone,,R
65682,MO,Lockwood,Dade,,R
65685,MO,Louisburg,Dallas,,R
65686,MO,Kimberling City,Stone,,R
65688,MO,Brandsville,Howell,e,R
65689,MO,Cabool,Texas,,R
65690,MO,Couch,Oregon,,R
65692,MO,Koshkonong,Oregon,,R
65702,MO,Macomb,Wright,,R
65704,MO,Mansfield,Wright,,R
65705,MO,Marionville,Lawrence,,R
65706,MO,Marshfield,Webster,,R
65707,MO,Miller,Lawrence,,R
65708,MO,Monett,Barry,,R
65710,MO,Morrisville,Polk,,R
65711,MO,Mountain Grove,Wright,,R
65712,MO,Mount Vernon,Lawrence,,R
65713,MO,Niangua,Webster,,R
65714,MO,Nixa,Christian,,R
65715,MO,Noble,Ozark,,R
65717,MO,Norwood,Wright,,R
65720,MO,Oldfield,Christian,,R
65721,MO,Ozark,Christian,,R
65722,MO,Phillipsburg,Laclede,,R
65723,MO,Pierce City,Lawrence,,R
65724,MO,Pittsburg,Hickory,,R
65725,MO,Pleasant Hope,Greene,,R
65726,MO,Point Lookout,Taney,e,R
65727,MO,Polk,Polk,,R
65728,MO,Ponce de Leon,Stone,,R
65729,MO,Pontiac,Ozark,,R
65730,MO,Powell,McDonald,,R
65731,MO,Powersite,Taney,,R
65732,MO,Preston,Hickory,,R
65733,MO,Protem,Taney,,R
65734,MO,Purdy,Barry,,R
65735,MO,Quincy,Hickory,,R
65737,MO,Reeds Spring,Stone,,R
65738,MO,Republic,Greene,,R
65739,MO,Ridgedale,Taney,,R
65740,MO,Rockaway Beach,Taney,,R
65741,MO,Rockbridge,Ozark,e,R
65742,MO,Rogersville,Webster,,S
65744,MO,Rueter,Taney,,R
65745,MO,Seligman,Barry,,R
65746,MO,Seymour,Webster,,R
65747,MO,Shell Knob,Barry,,R
65752,MO,South Greenfield,Dade,,R
65753,MO,Sparta,Christian,,R
65754,MO,Spokane,Christian,,R
65755,MO,Squires,Douglas,,R
65756,MO,Stotts City,Lawrence,,R
65757,MO,Strafford,Greene,,S
65759,MO,Taneyville,Taney,,R
65760,MO,Tecumseh,Ozark,,R
65761,MO,Theodosia,Ozark,,R
65762,MO,Thornfield,Ozark,,R
65764,MO,Tunas,Dallas,,R
65765,MO,Turners,Greene,e,S
65766,MO,Udall,Ozark,,R
65767,MO,Urbana,Dallas,,R
65768,MO,Vanzant,Douglas,,R
65769,MO,Verona,Lawrence,,R
65770,MO,Walnut Grove,Greene,,R
65771,MO,Walnut Shade,Taney,,R
65772,MO,Washburn,Barry,,R
65773,MO,Wasola,Ozark,,R
65774,MO,Weaubleau,Hickory,,R
65775,MO,West Plains,Howell,,R
65777,MO,Moody,Howell,,R
65778,MO,Myrtle,Oregon,,R
65779,MO,Wheatland,Hickory,,R
65781,MO,Willard,Greene,,S
65783,MO,Windyville,Dallas,,R
65784,MO,Zanoni,Ozark,,R
65785,MO,Stockton,Cedar,,R
65786,MO,Macks Creek,Camden,,R
65787,MO,Roach,Camden,,R
65788,MO,Peace Valley,Howell,,R
65789,MO,Pomona,Howell,,R
65790,MO,Pottersville,Howell,,R
65791,MO,Thayer,Oregon,,R
65793,MO,Willow Springs,Howell,,R
65801,MO,Springfield,Greene,e,U
65802,MO,Springfield,Greene,,U
65803,MO,Springfield,Greene,,U
65804,MO,Springfield,Greene,,S
65805,MO,Springfield,Greene,e,U
65806,MO,Springfield,Greene,,U
65807,MO,Springfield,Greene,,U
65808,MO,Springfield,Greene,e,S
65809,MO,Springfield,Greene,,S
65810,MO,Springfield,Greene,,S
65814,MO,Springfield,Greene,e,S
65817,MO,Springfield,Greene,e,U
65890,MO,Springfield,Greene,b,S
65897,MO,Springfield,Greene,b,U
65898,MO,Springfield,Greene,b,U
65899,MO,Springfield,Greene,b,S
66002,KS,Atchison,Atchison,,R
66006,KS,Baldwin City,Douglas,,S
66007,KS,Basehor,Leavenworth,,R
66008,KS,Bendena,Doniphan,,R
66010,KS,Blue Mound,Linn,,R
66012,KS,Bonner Springs,Wyandotte,,S
66013,KS,Bucyrus,Miami,,R
66014,KS,Centerville,Linn,,R
66015,KS,Colony,Anderson,,R
66016,KS,Cummings,Atchison,,R
66017,KS,Denton,Doniphan,,R
66018,KS,De Soto,Johnson,,R
66020,KS,Easton,Leavenworth,,S
66021,KS,Edgerton,Johnson,,R
66023,KS,Effingham,Atchison,,R
66024,KS,Elwood,Doniphan,e,R
66025,KS,Eudora,Douglas,,S
66026,KS,Fontana,Miami,,R
66027,KS,Fort Leavenworth,Leavenworth,,S
66030,KS,Gardner,Johnson,,S
66031,KS,New Century,Johnson,,S
66032,KS,Garnett,Anderson,,R
66033,KS,Greeley,Anderson,,R
66035,KS,Highland,Doniphan,,R
66036,KS,Hillsdale,Miami,e,R
66039,KS,Kincaid,Anderson,,R
66040,KS,La Cygne,Linn,,R
66041,KS,Lancaster,Atchison,,R
66042,KS,Lane,Franklin,,R
66043,KS,Lansing,Leavenworth,,R
66044,KS,Lawrence,Douglas,,S
66045,KS,Lawrence,Douglas,b,U
66046,KS,Lawrence,Douglas,,S
66047,KS,Lawrence,Douglas,,S
66048,KS,Leavenworth,Leavenworth,,S
66049,KS,Lawrence,Douglas,,S
66050,KS,Lecompton,Douglas,,S
66051,KS,Olathe,Johnson,e,S
66052,KS,Linwood,Leavenworth,,R
66053,KS,Louisburg,Miami,,R
66054,KS,McLouth,Jefferson,,R
66056,KS,Mound City,Linn,,R
66058,KS,Muscotah,Atchison,,R
66060,KS,Nortonville,Jefferson,,R
66061,KS,Olathe,Johnson,,S
66062,KS,Olathe,Johnson,,S
66063,KS,Olathe,Johnson,e,S
66064,KS,Osawatomie,Miami,,R
66066,KS,Oskaloosa,Jefferson,,R
66067,KS,Ottawa,Franklin,,R
66070,KS,Ozawkie,Jefferson,,R
66071,KS,Paola,Miami,,R
66072,KS,Parker,Linn,,R
66073,KS,Perry,Jefferson,,R
66075,KS,Pleasanton,Linn,,R
66076,KS,Pomona,Franklin,,R
66078,KS,Princeton,Franklin,,R
66079,KS,Rantoul,Franklin,,R
66080,KS,Richmond,Franklin,,R
66083,KS,Spring Hill,Johnson,,R
66085,KS,Stilwell,Johnson,,S
66086,KS,Tonganoxie,Leavenworth,,R
66087,KS,Troy,Doniphan,,R
66088,KS,Valley Falls,Jefferson,,R
66090,KS,Wathena,Doniphan,,R
66091,KS,Welda,Anderson,,R
66092,KS,Wellsville,Franklin,,R
66093,KS,Westphalia,Anderson,,R
66094,KS,White Cloud,Doniphan,,R
66095,KS,Williamsburg,Franklin,,R
66097,KS,Winchester,Jefferson,,R
66101,KS,Kansas City,Wyandotte,,U
66102,KS,Kansas City,Wyandotte,,U
66103,KS,Kansas City,Wyandotte,,U
66104,KS,Kansas City,Wyandotte,,S
66105,KS,Kansas City,Wyandotte,,U
66106,KS,Kansas City,Wyandotte,,S
66109,KS,Kansas City,Wyandotte,,S
66110,KS,Kansas City,Wyandotte,e,U
66111,KS,Kansas City,Wyandotte,,S
66112,KS,Kansas City,Wyandotte,,U
66113,KS,Edwardsville,Wyandotte,e,S
66115,KS,Kansas City,Wyandotte,,U
66117,KS,Kansas City,Wyandotte,e,U
66118,KS,Kansas City,Wyandotte,,U
66119,KS,Kansas City,Wyandotte,e,U
66160,KS,Kansas City,Wyandotte,b,U
66201,KS,Mission,Johnson,e,U
66202,KS,Mission,Johnson,,U
66203,KS,Shawnee,Johnson,,U
66204,KS,Overland Park,Johnson,,U
66205,KS,Mission,Johnson,,U
66206,KS,Leawood,Johnson,,S
66207,KS,Overland Park,Johnson,,U
66208,KS,Prairie Village,Johnson,,U
66209,KS,Leawood,Johnson,,U
66210,KS,Overland Park,Johnson,,U
66211,KS,Leawood,Johnson,,S
66212,KS,Overland Park,Johnson,,U
66213,KS,Overland Park,Johnson,,U
66214,KS,Overland Park,Johnson,,U
66215,KS,Lenexa,Johnson,,U
66216,KS,Shawnee,Johnson,,U
66217,KS,Shawnee,Johnson,,S
66218,KS,Shawnee,Johnson,,S
66219,KS,Lenexa,Johnson,,S
66220,KS,Lenexa,Johnson,,S
66221,KS,Overland Park,Johnson,,U
66222,KS,Mission,Johnson,e,U
66223,KS,Overland Park,Johnson,,U
66224,KS,Overland Park,Johnson,,S
66225,KS,Overland Park,Johnson,e,U
66226,KS,Shawnee,Johnson,,S
66227,KS,Lenexa,Johnson,,S
66250,KS,Lenexa,Johnson,b,U
66251,KS,Overland Park,Johnson,b,U
66276,KS,Lenexa,Johnson,b,U
66282,KS,Overland Park,Johnson,e,U
66283,KS,Overland Park,Johnson,e,U
66285,KS,Lenexa,Johnson,e,U
66286,KS,Shawnee,Johnson,e,S
66401,KS,Alma,Wabaunsee,,R
66402,KS,Auburn,Shawnee,,S
66403,KS,Axtell,Marshall,,R
66404,KS,Baileyville,Nemaha,,R
66406,KS,Beattie,Marshall,,R
66407,KS,Belvue,Pottawatomie,,R
66408,KS,Bern,Nemaha,,R
66409,KS,Berryton,Shawnee,,S
66411,KS,Blue Rapids,Marshall,,R
66412,KS,Bremen,Marshall,,R
66413,KS,Burlingame,Osage,,R
66414,KS,Carbondale,Osage,,R
66415,KS,Centralia,Nemaha,,R
66416,KS,Circleville,Jackson,,R
66417,KS,Corning,Nemaha,,R
66418,KS,Delia,Jackson,,R
66419,KS,Denison,Jackson,,R
66420,KS,Dover,Shawnee,e,R
66422,KS,Emmett,Pottawatomie,,R
66423,KS,Eskridge,Wabaunsee,,R
66424,KS,Everest,Brown,,R
66425,KS,Fairview,Brown,,R
66426,KS,Fostoria,Pottawatomie,e,R
66427,KS,Frankfort,Marshall,,R
66428,KS,Goff,Nemaha,,R
66429,KS,Grantville,Jefferson,,R
66431,KS,Harveyville,Wabaunsee,,R
66432,KS,Havensville,Pottawatomie,,R
66434,KS,Hiawatha,Brown,,R
66436,KS,Holton,Jackson,,R
66438,KS,Home,Marshall,,R
66439,KS,Horton,Brown,,R
66440,KS,Hoyt,Jackson,,R
66441,KS,Junction City,Geary,,R
66442,KS,Fort Riley,Geary,,R
66449,KS,Leonardville,Riley,,R
66451,KS,Lyndon,Osage,,R
66501,KS,McFarland,Wabaunsee,e,R
66502,KS,Manhattan,Riley,,S
66503,KS,Manhattan,Riley,,S
66505,KS,Manhattan,Riley,e,S
66506,KS,Manhattan,Riley,,S
66507,KS,Maple Hill,Wabaunsee,,R
66508,KS,Marysville,Marshall,,R
66509,KS,Mayetta,Jackson,,R
66510,KS,Melvern,Osage,,R
66512,KS,Meriden,Jefferson,,R
66514,KS,Milford,Geary,,R
66515,KS,Morrill,Brown,,R
66516,KS,Netawaka,Jackson,,R
66517,KS,Ogden,Riley,,S
66518,KS,Oketo,Marshall,,R
66520,KS,Olsburg,Pottawatomie,,R
66521,KS,Onaga,Pottawatomie,,R
66522,KS,Oneida,Nemaha,,R
66523,KS,Osage City,Osage,,R
66524,KS,Overbrook,Osage,,R
66526,KS,Paxico,Wabaunsee,,R
66527,KS,Powhattan,Brown,,R
66528,KS,Quenemo,Osage,,R
66531,KS,Riley,Riley,,R
66532,KS,Robinson,Brown,,R
66533,KS,Rossville,Shawnee,,R
66534,KS,Sabetha,Nemaha,,R
66535,KS,Saint George,Pottawatomie,,R
66536,KS,Saint Marys,Pottawatomie,,R
66537,KS,Scranton,Osage,,R
66538,KS,Seneca,Nemaha,,R
66539,KS,Silver Lake,Shawnee,,R
66540,KS,Soldier,Jackson,,R
66541,KS,Summerfield,Marshall,,R
66542,KS,Tecumseh,Shawnee,,S
66543,KS,Vassar,Osage,,R
66544,KS,Vermillion,Marshall,,R
66546,KS,Wakarusa,Shawnee,,S
66547,KS,Wamego,Pottawatomie,,R
66548,KS,Waterville,Marshall,,R
66549,KS,Westmoreland,Pottawatomie,,R
66550,KS,Wetmore,Nemaha,,R
66552,KS,Whiting,Jackson,,R
66554,KS,Randolph,Riley,,R
66601,KS,Topeka,Shawnee,e,S
66603,KS,Topeka,Shawnee,,S
66604,KS,Topeka,Shawnee,,S
66605,KS,Topeka,Shawnee,,S
66606,KS,Topeka,Shawnee,,S
66607,KS,Topeka,Shawnee,,S
66608,KS,Topeka,Shawnee,,S
66609,KS,Topeka,Shawnee,,S
66610,KS,Topeka,Shawnee,,S
66611,KS,Topeka,Shawnee,,S
66612,KS,Topeka,Shawnee,,S
66614,KS,Topeka,Shawnee,,S
66615,KS,Topeka,Shawnee,,S
66616,KS,Topeka,Shawnee,,S
66617,KS,Topeka,Shawnee,,S
66618,KS,Topeka,Shawnee,,S
66619,KS,Topeka,Shawnee,,S
66620,KS,Topeka,Shawnee,b,S
66621,KS,Topeka,Shawnee,,S
66622,KS,Topeka,Shawnee,b,S
66624,KS,Topeka,Shawnee,,S
66625,KS,Topeka,Shawnee,b,S
66626,KS,Topeka,Shawnee,b,S
66629,KS,Topeka,Shawnee,b,S
66630,KS,Topeka,Shawnee,b,R
66636,KS,Topeka,Shawnee,b,S
66647,KS,Topeka,Shawnee,e,S
66667,KS,Topeka,Shawnee,e,S
66675,KS,Topeka,Shawnee,e,S
66683,KS,Topeka,Shawnee,,S
66699,KS,Topeka,Shawnee,b,S
66701,KS,Fort Scott,Bourbon,,R
66710,KS,Altoona,Wilson,,R
66711,KS,Arcadia,Crawford,,R
66712,KS,Arma,Crawford,,R
66713,KS,Baxter Springs,Cherokee,,R
66714,KS,Benedict,Wilson,,R
66716,KS,Bronson,Bourbon,,R
66717,KS,Buffalo,Wilson,,R
66720,KS,Chanute,Neosho,,R
66724,KS,Cherokee,Crawford,,R
66725,KS,Columbus,Cherokee,,R
66728,KS,Crestline,Cherokee,e,R
66732,KS,Elsmore,Allen,,R
66733,KS,Erie,Neosho,,R
66734,KS,Farlington,Crawford,,R
66735,KS,Franklin,Crawford,,R
66736,KS,Fredonia,Wilson,,R
66738,KS,Fulton,Bourbon,,R
66739,KS,Galena,Cherokee,,R
66740,KS,Galesburg,Neosho,,R
66741,KS,Garland,Bourbon,,R
66742,KS,Gas,Allen,e,R
66743,KS,Girard,Crawford,,R
66746,KS,Hepler,Crawford,,R
66748,KS,Humboldt,Allen,,R
66749,KS,Iola,Allen,,R
66751,KS,La Harpe,Allen,,R
66753,KS,McCune,Crawford,,R
66754,KS,Mapleton,Bourbon,,R
66755,KS,Moran,Allen,,R
66756,KS,Mulberry,Crawford,,R
66757,KS,Neodesha,Wilson,,R
66758,KS,Neosho Falls,Woodson,,R
66760,KS,Opolis,Crawford,e,R
66761,KS,Piqua,Woodson,,R
66762,KS,Pittsburg,Crawford,,R
66763,KS,Frontenac,Crawford,,R
66767,KS,Prescott,Linn,,R
66769,KS,Redfield,Bourbon,,R
66770,KS,Riverton,Cherokee,,R
66771,KS,Saint Paul,Neosho,,R
66772,KS,Savonburg,Allen,,R
66773,KS,Scammon,Cherokee,,R
66775,KS,Stark,Neosho,,R
66776,KS,Thayer,Neosho,,R
66777,KS,Toronto,Woodson,,R
66778,KS,Treece,Cherokee,,R
66779,KS,Uniontown,Bourbon,,R
66780,KS,Walnut,Crawford,,R
66781,KS,Weir,Cherokee,,R
66782,KS,West Mineral,Cherokee,e,R
66783,KS,Yates Center,Woodson,,R
66801,KS,Emporia,Lyon,,S
66830,KS,Admire,Lyon,,R
66833,KS,Allen,Lyon,,R
66834,KS,Alta Vista,Wabaunsee,,R
66835,KS,Americus,Lyon,,R
66838,KS,Burdick,Morris,,R
66839,KS,Burlington,Coffey,,R
66840,KS,Burns,Marion,,R
66842,KS,Cassoday,Butler,,R
66843,KS,Cedar Point,Chase,,R
66845,KS,Cottonwood Falls,Chase,,R
66846,KS,Council Grove,Morris,,R
66849,KS,Dwight,Morris,,R
66850,KS,Elmdale,Chase,,R
66851,KS,Florence,Marion,,R
66852,KS,Gridley,Coffey,,R
66853,KS,Hamilton,Greenwood,,R
66854,KS,Hartford,Lyon,,R
66855,KS,Lamont,Greenwood,,R
66856,KS,Lebo,Coffey,,R
66857,KS,Le Roy,Coffey,,R
66858,KS,Lincolnville,Marion,,R
66859,KS,Lost Springs,Marion,,R
66860,KS,Madison,Greenwood,,R
66861,KS,Marion,Marion,,R
66862,KS,Matfield Green,Chase,,R
66863,KS,Neal,Greenwood,e,R
66864,KS,Neosho Rapids,Lyon,,R
66865,KS,Olpe,Lyon,,R
66866,KS,Peabody,Marion,,R
66868,KS,Reading,Lyon,,R
66869,KS,Strong City,Chase,,R
66870,KS,Virgil,Greenwood,,R
66871,KS,Waverly,Coffey,,R
66872,KS,White City,Morris,,R
66873,KS,Wilsey,Morris,,R
66901,KS,Concordia,Cloud,,R
66930,KS,Agenda,Republic,,R
66932,KS,Athol,Smith,,R
66933,KS,Barnes,Washington,,R
66935,KS,Belleville,Republic,,R
66936,KS,Burr Oak,Jewell,,R
66937,KS,Clifton,Washington,,R
66938,KS,Clyde,Cloud,,R
66939,KS,Courtland,Republic,,R
66940,KS,Cuba,Republic,,R
66941,KS,Esbon,Jewell,,R
66942,KS,Formoso,Jewell,,R
66943,KS,Greenleaf,Washington,,R
66944,KS,Haddam,Washington,,R
66945,KS,Hanover,Washington,,R
66946,KS,Hollenberg,Washington,,R
66948,KS,Jamestown,Cloud,,R
66949,KS,Jewell,Jewell,,R
66951,KS,Kensington,Smith,,R
66952,KS,Lebanon,Smith,,R
66953,KS,Linn,Washington,,R
66955,KS,Mahaska,Washington,,R
66956,KS,Mankato,Jewell,,R
66958,KS,Morrowville,Washington,,R
66959,KS,Munden,Republic,,R
66960,KS,Narka,Republic,,R
66961,KS,Norway,Republic,e,R
66962,KS,Palmer,Washington,,R
66963,KS,Randall,Jewell,,R
66964,KS,Republic,Republic,,R
66966,KS,Scandia,Republic,,R
66967,KS,Smith Center,Smith,,R
66968,KS,Washington,Washington,,R
66970,KS,Webber,Jewell,,R
67001,KS,Andale,Sedgwick,,R
67002,KS,Andover,Butler,,R
67003,KS,Anthony,Harper,,R
67004,KS,Argonia,Sumner,,R
67005,KS,Arkansas City,Cowley,,R
67008,KS,Atlanta,Cowley,,R
67009,KS,Attica,Harper,,R
67010,KS,Augusta,Butler,,R
67012,KS,Beaumont,Butler,e,R
67013,KS,Belle Plaine,Sumner,,R
67016,KS,Bentley,Sedgwick,e,R
67017,KS,Benton,Butler,,R
67018,KS,Bluff City,Harper,,R
67019,KS,Burden,Cowley,,R
67020,KS,Burrton,Harvey,,R
67021,KS,Byers,Pratt,,R
67022,KS,Caldwell,Sumner,,R
67023,KS,Cambridge,Cowley,,R
67024,KS,Cedar Vale,Chautauqua,,R
67025,KS,Cheney,Sedgwick,,R
67026,KS,Clearwater,Sedgwick,,S
67028,KS,Coats,Pratt,,R
67029,KS,Coldwater,Comanche,,R
67030,KS,Colwich,Sedgwick,,R
67031,KS,Conway Springs,Sumner,,R
67035,KS,Cunningham,Kingman,,R
67036,KS,Danville,Harper,,R
67037,KS,Derby,Sedgwick,,S
67038,KS,Dexter,Cowley,,R
67039,KS,Douglass,Butler,,R
67041,KS,Elbing,Butler,e,R
67042,KS,El Dorado,Butler,,S
67045,KS,Eureka,Greenwood,,R
67047,KS,Fall River,Greenwood,,R
67049,KS,Freeport,Harper,,R
67050,KS,Garden Plain,Sedgwick,,R
67051,KS,Geuda Springs,Sumner,,R
67052,KS,Goddard,Sedgwick,,S
67053,KS,Goessel,Marion,e,R
67054,KS,Greensburg,Kiowa,,R
67055,KS,Greenwich,Sedgwick,,S
67056,KS,Halstead,Harvey,,R
67057,KS,Hardtner,Barber,,R
67058,KS,Harper,Harper,,R
67059,KS,Haviland,Kiowa,,R
67060,KS,Haysville,Sedgwick,,S
67061,KS,Hazelton,Barber,,R
67062,KS,Hesston,Harvey,,R
67063,KS,Hillsboro,Marion,,R
67065,KS,Isabel,Barber,,R
67066,KS,Iuka,Pratt,,R
67067,KS,Kechi,Sedgwick,,S
67068,KS,Kingman,Kingman,,R
67070,KS,Kiowa,Barber,,R
67071,KS,Lake City,Barber,,R
67072,KS,Latham,Butler,,R
67073,KS,Lehigh,Marion,,R
67074,KS,Leon,Butler,,R
67101,KS,Maize,Sedgwick,,R
67102,KS,Maple City,Cowley,,R
67103,KS,Mayfield,Sumner,,R
67104,KS,Medicine Lodge,Barber,,R
67105,KS,Milan,Sumner,,R
67106,KS,Milton,Sumner,,R
67107,KS,Moundridge,McPherson,,R
67108,KS,Mount Hope,Sedgwick,,R
67109,KS,Mullinville,Kiowa,,R
67110,KS,Mulvane,Sedgwick,,R
67111,KS,Murdock,Kingman,,R
67112,KS,Nashville,Kingman,,R
67114,KS,Newton,Harvey,,S
67117,KS,North Newton,Harvey,,R
67118,KS,Norwich,Kingman,,R
67119,KS,Oxford,Sumner,,R
67120,KS,Peck,Sumner,,R
67122,KS,Piedmont,Greenwood,,R
67123,KS,Potwin,Butler,,R
67124,KS,Pratt,Pratt,,R
67127,KS,Protection,Comanche,,R
67131,KS,Rock,Cowley,,R
67132,KS,Rosalia,Butler,,R
67133,KS,Rose Hill,Butler,,R
67134,KS,Sawyer,Pratt,,R
67135,KS,Sedgwick,Harvey,,R
67137,KS,Severy,Greenwood,,R
67138,KS,Sharon,Barber,,R
67140,KS,South Haven,Sumner,,R
67142,KS,Spivey,Kingman,,R
67143,KS,Sun City,Barber,,R
67144,KS,Towanda,Butler,,R
67146,KS,Udall,Cowley,,R
67147,KS,Valley Center,Sedgwick,,R
67149,KS,Viola,Sedgwick,,R
67150,KS,Waldron,Harper,,R
67151,KS,Walton,Harvey,,R
67152,KS,Wellington,Sumner,,R
67154,KS,Whitewater,Butler,,R
67155,KS,Wilmore,Comanche,,R
67156,KS,Winfield,Cowley,,R
67159,KS,Zenda,Kingman,,R
67201,KS,Wichita,Sedgwick,e,U
67202,KS,Wichita,Sedgwick,,U
67203,KS,Wichita,Sedgwick,,U
67204,KS,Wichita,Sedgwick,,S
67205,KS,Wichita,Sedgwick,,S
67206,KS,Wichita,Sedgwick,,S
67207,KS,Wichita,Sedgwick,,U
67208,KS,Wichita,Sedgwick,,U
67209,KS,Wichita,Sedgwick,,S
67210,KS,Wichita,Sedgwick,,S
67211,KS,Wichita,Sedgwick,,U
67212,KS,Wichita,Sedgwick,,U
67213,KS,Wichita,Sedgwick,,U
67214,KS,Wichita,Sedgwick,,U
67215,KS,Wichita,Sedgwick,,S
67216,KS,Wichita,Sedgwick,,S
67217,KS,Wichita,Sedgwick,,S
67218,KS,Wichita,Sedgwick,,U
67219,KS,Wichita,Sedgwick,,S
67220,KS,Wichita,Sedgwick,,S
67221,KS,McConnell AFB,Sedgwick,,S
67223,KS,Wichita,Sedgwick,,S
67226,KS,Wichita,Sedgwick,,S
67227,KS,Wichita,Sedgwick,,S
67228,KS,Wichita,Sedgwick,,S
67230,KS,Wichita,Sedgwick,,S
67232,KS,Wichita,Sedgwick,,R
67235,KS,Wichita,Sedgwick,,S
67260,KS,Wichita,Sedgwick,b,U
67275,KS,Wichita,Sedgwick,e,S
67276,KS,Wichita,Sedgwick,,S
67277,KS,Wichita,Sedgwick,e,S
67278,KS,Wichita,Sedgwick,e,S
67301,KS,Independence,Montgomery,,R
67330,KS,Altamont,Labette,,R
67332,KS,Bartlett,Labette,,R
67333,KS,Caney,Montgomery,,R
67334,KS,Chautauqua,Chautauqua,e,R
67335,KS,Cherryvale,Montgomery,,R
67336,KS,Chetopa,Labette,,R
67337,KS,Coffeyville,Montgomery,,R
67340,KS,Dearing,Montgomery,e,R
67341,KS,Dennis,Labette,,R
67342,KS,Edna,Labette,,R
67344,KS,Elk City,Montgomery,,R
67345,KS,Elk Falls,Elk,,R
67346,KS,Grenola,Elk,,R
67347,KS,Havana,Montgomery,,R
67349,KS,Howard,Elk,,R
67351,KS,Liberty,Montgomery,,R
67352,KS,Longton,Elk,,R
67353,KS,Moline,Elk,,R
67354,KS,Mound Valley,Labette,,R
67355,KS,Niotaze,Chautauqua,,R
67356,KS,Oswego,Labette,,R
67357,KS,Parsons,Labette,,R
67360,KS,Peru,Chautauqua,,R
67361,KS,Sedan,Chautauqua,,R
67363,KS,Sycamore,Montgomery,e,R
67364,KS,Tyro,Montgomery,e,R
67401,KS,Salina,Saline,,S
67402,KS,Salina,Saline,e,S
67410,KS,Abilene,Dickinson,,R
67416,KS,Assaria,Saline,,R
67417,KS,Aurora,Cloud,,R
